Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,460,606,0,445,7,3,10,7.43679
0,0,1713,476,0,0,7,3,0,7.43679
0,1,488,600,0,441,7,5,10,6.09066
0,0,1713,474,0,0,7,5,0,6.09066
0,1,477,707,0,534,8,3,10,6.69401
0,0,1713,517,0,0,8,3,0,6.69401
0,1,441,407,0,272,7,2,9,6.20919
0,0,1713,385,0,0,7,2,0,6.20919
0,1,433,500,0,349,7,4,9,5.8524
0,0,1713,435,0,0,7,4,0,5.8524
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,496,709,2,524,7,4,9,7.70999
0,0,1713,596,0,0,7,4,0,7.70999
0,1,516,696,0,508,8,4,9,6.27973
0,0,1713,577,0,0,8,4,0,6.27973
0,1,510,721,0,534,8,6,9,6.93111
0,0,1713,590,0,0,8,6,0,6.93111
0,1,467,412,0,268,7,4,8,6.33354
0,0,1713,383,0,0,7,4,0,6.33354
0,1,366,245,0,140,7,5,6,6.0713
0,0,1713,430,0,0,7,5,0,6.0713
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,857,1512,10,1285,9,5,11,10.2635
0,0,2873,1279,0,0,9,5,0,10.2635
0,1,867,1421,0,1187,9,4,11,10.206
0,0,2873,1007,0,0,9,4,0,10.206
0,1,1473,6403,45,5842,9,4,19,11.5654
0,0,2873,1103,0,0,9,4,0,11.5654
0,1,1185,3425,0,3054,9,3,15,10.1705
0,0,2873,1026,0,0,9,3,0,10.1705
0,1,861,1390,0,1153,9,4,11,9.86428
0,0,2873,918,0,0,9,4,0,9.86428
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,918,1526,0,1273,9,7,10,10.6125
0,0,2873,1235,0,0,9,7,0,10.6125
0,1,920,1765,0,1485,9,6,10,10.4981
0,0,2873,1051,0,0,9,6,0,10.4981
0,1,1578,6792,42,6172,9,5,18,11.877
0,0,2873,1194,0,0,9,5,0,11.877
0,1,1180,2965,0,2599,9,7,13,10.4518
0,0,2873,1097,0,0,9,7,0,10.4518
0,1,923,1404,0,1154,9,5,10,10.193
0,0,2873,1015,0,0,9,5,0,10.193
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,737,925,0,664,7,4,10,12.3804
0,0,2873,1144,0,0,7,4,0,12.3804
0,1,783,1269,2,973,7,3,10,10.1469
0,0,2873,905,0,0,7,3,0,10.1469
0,1,766,1348,0,1066,8,4,10,11.1495
0,0,2873,1031,0,0,8,4,0,11.1495
0,1,707,697,0,464,7,2,9,10.3455
0,0,2873,795,0,0,7,2,0,10.3455
0,1,693,774,0,530,7,4,9,9.75176
0,0,2873,727,0,0,7,4,0,9.75176
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,795,982,0,701,8,6,9,12.8262
0,0,2873,997,0,0,8,6,0,12.8262
0,1,829,1128,0,832,8,5,9,10.4553
0,0,2873,981,0,0,8,5,0,10.4553
0,1,822,1399,0,1076,8,6,9,11.5382
0,0,2873,1142,0,0,8,6,0,11.5382
0,1,748,720,0,474,7,5,8,10.5485
0,0,2873,698,0,0,7,5,0,10.5485
0,1,577,408,0,225,7,4,6,10.0839
0,0,2873,800,0,0,7,4,0,10.0839
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,205,1295,157,1047,9,6,11,2.07296
0,0,553,657,0,0,9,6,0,2.07296
0,1,264,2172,212,1851,9,6,15,2.06142
0,0,553,617,0,0,9,6,0,2.06142
0,1,314,3981,257,3573,9,5,19,2.33291
0,0,553,745,0,0,9,5,0,2.33291
0,1,279,2400,212,2073,9,4,16,2.05529
0,0,553,619,0,0,9,4,0,2.05529
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,205,3857,0,0,42,1,227,6.16697
1,0,38963,324851,0,0,42,1,0,6.16697
1,1,205,2709,0,0,40,1,243,5.84054
1,0,38963,306337,0,0,40,1,0,5.84054
1,1,218,2918,0,0,48,1,253,5.98827
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,36,6,0,0,6,1,45,5.04128
1,0,1133,117,0,0,6,1,0,5.04128
0,1,266,278,0,187,6,3,8,4.94074
0,0,1133,364,0,0,6,3,0,4.94074
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,36,6,0,0,6,1,45,5.04128
1,0,1133,104,0,0,6,1,0,5.04128
0,1,266,251,0,166,6,3,8,4.94074
0,0,1133,287,0,0,6,3,0,4.94074
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,3562,574538,0,0,1486,1,3727,3.98235
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,205,3153,0,0,42,1,227,6.16697
1,0,38963,273876,0,0,42,1,0,6.16697
1,1,205,2390,0,0,40,1,243,5.84054
1,0,38963,265328,0,0,40,1,0,5.84054
1,1,218,2553,0,0,48,1,253,5.98827
1,0,38963,260612,0,0,48,1,0,5.98827
1,1,274,3249,0,0,42,1,344,5.86267
1,0,38963,259271,0,0,42,1,0,5.86267
1,1,286,3334,0,0,47,1,369,6.21353
1,0,38963,261102,0,0,47,1,0,6.21353
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,36,43,0,0,6,1,45,1,0,1133,746,0,0,6,1,0,0,1,266,1405,420,872,6,3,8,Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,36,44,0,0,6,1,45,1,0,1133,689,0,0,6,1,0,Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,36,41,0,0,6,1,45,1,0,1133,744,0,0,6,1,0,0,1,266,1295,357,803,6,3,8,Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,36,33,0,0,6,1,45,1,0,1133,512,0,0,6,1,0,0,1,266,863,203,563,6,3,8,0,0,1133,1010,0,0,6,3,0,
